playerID,careerPassYards,careerPassTDs,careerINTs,careerPasserRating,careerCompPct,careerSacks,careerGamesStarted,careerQBRushYards,seasonHighPassYards,seasonHighPassTDs,careerRushYards,careerRushTDs,careerYPC,careerRushAttempts,careerFumbles,seasonHighRushYards,careerRecYards,careerReceptions,careerRecTDs,careerYPR,seasonHighRecYards,seasonHighReceptions,careerTargets,careerTotalTDs,seasonHighRecTDs,seasonHighRushTDs,seasons
ArmaAl00,0,0,0,0.0,0,0,78,0,0,0,56,3,2.15,26,0,21,43,12,1,3.6,18,5,16,4,1,2,7
ArmoJu00,0,0,0,39.6,0.0,0,39,0,0,0,-5,0,-1.25,4,0,0,861,64,7,13.5,462,33,78,7,4,0,5
ArmsRy00,0,0,0,0.0,0,0,18,0,0,0,188,0,3.76,50,0,108,160,17,2,9.4,144,14,28,2,2,0,3
ArmsTy00,0,0,0,0.0,0,0,87,0,0,0,4,0,1.33,3,0,0,621,53,3,11.7,0,0,0,3,0,0,7
ArnoJa00,0,0,0,0.0,0,0,13,0,0,0,-3,0,-3.0,1,0,0,76,6,0,12.7,0,0,0,0,0,0,4
AromDe00,0,0,0,0.0,0,0,61,0,0,0,0,0,0,0,1,0,1193,78,5,15.3,468,26,180,5,4,0,7
ArriAd00,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,110,9,0,12.2,79,7,12,0,0,0,4
ArriJ.00,0,0,0,39.6,0.0,0,58,0,0,0,654,3,3.57,183,1,370,693,91,2,7.6,254,30,92,5,1,2,4
ArroEl00,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,179,15,1,11.9,0,0,0,1,0,0,1
ArtiCa00,0,0,0,0.0,0,0,32,0,0,0,491,5,4.16,118,0,183,86,10,0,8.6,58,5,11,5,0,2,4
AsheJa00,0,0,0,0.0,0,0,48,0,0,0,0,0,0,0,0,0,1421,133,5,10.7,0,0,0,5,0,0,4
AsiaDe00,0,0,0,0.0,0,0,22,0,0,0,0,0,0,0,0,0,44,4,1,11.0,39,2,11,1,1,0,3
AskaJo00,0,0,0,0.0,0,0,23,0,0,0,336,1,4.54,74,0,0,63,8,0,7.9,0,0,0,1,0,0,3
AskeB.00,0,0,0,0.0,0,0,83,0,0,0,116,2,3.31,35,0,59,317,45,0,7.0,175,18,45,2,0,2,7
AtemMa00,0,0,0,0.0,0,0,19,0,0,0,0,0,0,0,1,0,270,20,1,13.5,154,15,41,1,1,0,4
AtweTu00,0,0,0,39.6,0.0,0,64,0,0,0,72,1,4.5,16,0,34,1535,105,5,14.6,562,42,164,6,3,1,5
AusbDa00,0,0,0,0.0,0,0,34,0,0,0,-2,0,-2.0,1,0,0,120,11,0,10.9,92,7,18,0,0,0,4
AustCa00,0,0,0,0.0,0,0,48,0,0,0,57,1,5.18,11,0,57,1100,84,8,13.1,548,36,88,9,4,1,4
AustCl00,0,0,0,0.0,0,0,58,0,0,0,445,2,4.08,109,0,0,118,11,0,10.7,0,0,0,2,0,0,5
AustKe20,0,0,0,0.0,0,0,16,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AustTa00,0,0,0,39.6,0.0,0,113,0,0,0,1361,10,6.84,199,5,434,2239,244,16,9.2,509,58,407,26,5,4,9
AustTe00,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,1,0,184,15,0,12.3,137,12,31,0,0,0,2
AutrDa00,0,0,0,0.0,0,0,24,0,0,0,653,4,2.92,224,2,329,334,33,1,10.1,275,24,37,5,1,3,4
AvanJa00,0,0,0,0.0,0,0,148,0,0,0,2,0,1.0,2,6,1,4118,346,13,11.9,679,53,514,13,3,0,10
AverDo00,0,0,0,0.0,0,0,77,0,0,0,114,1,5.7,20,4,59,2861,218,14,13.1,781,60,386,15,5,1,7
AverJo00,0,0,0,0.0,0,0,29,0,0,0,524,2,3.52,149,0,503,115,16,2,7.2,67,10,11,4,1,2,6
AwalRo00,0,0,1,0.0,0.0,0,95,0,0,0,-9,0,-4.5,2,0,0,1583,138,10,11.5,0,0,0,10,0,0,7
AyerDe00,0,0,0,0.0,0,0,2,0,0,0,-12,0,-6.0,2,0,-12,53,6,1,8.8,53,6,13,1,1,0,1
AyomEl00,0,0,0,0.0,0,0,16,0,0,0,0,0,0,0,0,0,515,41,4,12.6,0,0,0,4,0,0,1
BabeBi00,0,0,0,0.0,0,0,30,0,0,0,0,0,0,0,0,0,37,4,1,9.2,0,0,0,1,0,0,4
BackKe00,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BadaRi00,0,0,0,0.0,0,0,14,0,0,0,87,1,3.0,29,0,0,35,6,0,5.8,0,0,0,1,0,0,3
BadiTy00,0,0,0,0.0,0,0,20,0,0,0,109,0,5.45,20,1,86,163,23,1,7.1,141,19,4,1,1,0,4
BailEl20,0,0,0,0.0,0,0,31,0,0,0,0,0,0,0,0,0,105,4,0,26.2,0,0,0,0,0,0,3
BailHa00,0,0,0,0.0,0,0,20,0,0,0,13,0,13.0,1,0,0,367,26,0,14.1,0,0,0,0,0,0,3
BailHe00,0,0,0,0.0,0,0,8,0,0,0,-4,0,-4.0,1,0,0,65,5,0,13.0,0,0,0,0,0,0,2
BailJo00,22,0,0,118.8,1.0,0,81,0,0,0,832,6,4.4,189,0,0,1355,161,1,8.4,0,0,0,7,0,0,6
BailKa00,0,0,0,0.0,0,0,19,0,0,0,0,0,0,0,0,0,88,9,1,9.8,62,6,20,1,1,0,5
BailSt00,0,0,0,0.0,0,0,91,0,0,0,-2,0,-0.5,4,0,0,3422,206,18,16.6,0,0,0,18,0,0,9
BailSt01,0,0,0,0.0,0,0,38,0,0,0,46,1,15.33,3,0,33,843,59,2,14.3,435,30,96,3,1,1,3
BailVi00,0,0,0,0.0,0,0,34,0,0,0,0,0,0,0,0,0,868,62,2,14.0,0,0,0,2,0,0,4
BajeBi00,0,0,0,0.0,0,0,120,0,0,0,0,0,0,0,1,0,416,40,2,10.4,145,14,59,2,2,0,9
BakeCh00,0,0,0,0.0,0,0,131,0,0,0,0,0,0,0,2,0,1763,168,15,10.5,411,41,184,15,4,0,9
BakeDa01,0,0,0,0.0,0,0,8,0,0,0,0,0,0,0,0,0,6,1,0,6.0,6,1,1,0,0,0,2
BakeEd01,0,0,0,0.0,0,0,6,0,0,0,173,2,3.93,44,0,171,57,8,0,7.1,57,8,9,2,0,2,3
BakeEu00,0,0,0,0.0,0,0,8,0,0,0,0,0,0,0,0,0,118,7,0,16.9,118,7,14,0,0,0,6
BakeJa00,0,0,0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,12,1,0,12.0,12,1,4,0,0,0,1
BakeKa00,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BakeSh20,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,15,2,0,7.5,0,0,0,0,0,0,2
BakeSt00,0,0,0,0.0,0,0,90,0,0,0,21,0,10.5,2,0,0,2587,141,21,18.3,0,0,0,21,0,0,6
BakeTo20,0,0,0,0.0,0,0,18,0,0,0,53,0,2.21,24,0,0,18,2,0,9.0,0,0,0,0,0,0,4
BaldJo00,0,0,0,0.0,0,0,33,0,0,0,0,0,0,0,0,0,607,44,2,13.8,325,21,109,2,1,0,3
BaldRa00,0,0,0,0.0,0,0,65,0,0,0,231,0,3.12,74,0,0,50,6,1,8.3,0,0,0,1,0,0,6
BallEr00,0,0,0,0.0,0,0,97,0,0,0,586,8,3.71,158,0,0,216,22,3,9.8,0,0,0,11,0,0,7
BallKa00,0,0,0,0.0,0,0,52,0,0,0,665,7,3.12,213,2,303,293,54,0,5.4,166,29,79,7,0,3,4
BallMo00,0,0,0,0.0,0,0,21,0,0,0,731,5,4.18,175,4,559,207,29,0,7.1,145,20,40,5,0,4,2
BallVi00,0,0,0,0.0,0,0,17,0,0,0,877,2,3.92,224,3,814,147,18,1,8.2,152,17,29,3,1,2,2
BankCh00,0,0,0,0.0,0,0,16,0,0,0,325,0,4.11,79,0,0,121,16,0,7.6,0,0,0,0,0,0,2
BankFr00,0,0,0,0.0,0,0,80,0,0,0,3,0,3.0,1,0,0,1636,105,10,15.6,0,0,0,10,0,0,9
BankMi20,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BankRo21,0,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BankTa00,0,0,0,0.0,0,0,14,0,0,0,222,1,4.53,49,0,140,157,18,0,8.7,137,14,19,1,0,1,2
BankTo00,15315,77,73,72.4,0.542,95,96,881,8416,37,881,6,3.58,246,11,554,0,0,0,0,0,0,0,6,0,4,10
BannAl00,0,0,0,0.0,0,0,59,0,0,0,0,0,0,0,0,0,121,9,1,13.4,61,4,13,1,1,0,6
BannSh00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BantBr00,0,0,0,0.0,0,0,156,0,0,0,0,0,0,0,0,0,13,2,0,6.5,0,0,0,0,0,0,11
BarbKa20,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
BarbMa00,0,0,0,0.0,0,0,85,0,0,0,317,3,4.28,74,0,0,209,25,1,8.4,0,0,0,4,0,0,8
BarbMa01,0,0,0,39.6,0.0,1,99,0,0,0,4780,53,4.13,1156,15,973,1330,179,6,7.4,417,52,197,59,2,14,7
BarbMi00,0,0,0,0.0,0,0,41,0,0,0,-13,0,-13.0,1,0,0,483,38,2,12.7,0,0,0,2,0,0,4
BarbTi00,0,0,0,39.6,0.0,0,154,0,0,0,10449,55,4.71,2217,40,1860,5183,586,12,8.8,701,77,613,67,4,13,10
BardRa00,0,0,0,0.0,0,0,29,0,0,0,0,0,0,0,0,0,394,29,0,13.6,220,14,48,0,0,0,4
BarkMa00,2699,11,22,66.6,0.584,13,20,-15,1611,8,-15,0,-0.58,26,3,2,2,1,1,2.0,2,1,1,1,1,0,11
BarkSa00,0,0,0,0.0,0,1,106,0,0,0,8356,55,4.58,1826,8,2005,2651,358,16,7.4,721,91,439,71,4,13,8
BarlKe00,0,0,0,0.0,0,0,84,0,0,0,3984,30,3.9,1022,13,1024,1164,144,3,8.1,307,35,157,33,1,7,6
BarlRe00,0,0,0,0.0,0,0,82,0,0,0,0,0,0,0,2,0,522,39,1,13.4,242,16,40,1,1,0,8
BarnAJ00,0,0,0,0.0,0,0,34,0,0,0,14,1,1.4,10,0,14,764,82,10,9.3,519,52,38,11,6,1,2
BarnBu00,0,0,0,0.0,0,0,56,0,0,0,0,0,0,0,0,0,236,26,1,9.1,0,0,0,1,0,0,4
BarnFr00,0,0,0,0.0,0,0,96,0,0,0,-2,0,-0.5,4,0,0,5362,361,32,14.9,0,0,0,32,0,0,8
BarnGa01,0,0,0,0.0,0,0,124,0,0,0,0,0,0,0,1,0,2258,178,14,12.7,1043,79,286,14,9,0,9
BarnJo00,0,0,0,0.0,0,0,29,0,0,0,0,0,0,0,0,0,191,14,0,13.6,0,0,0,0,0,0,4
BarnKe00,3,0,0,79.2,1.0,0,76,0,3,0,416,3,4.0,104,1,129,152,28,0,5.4,56,9,44,3,0,2,9
BarnLe20,0,0,0,0.0,0,0,31,0,0,0,0,0,0,0,0,0,54,4,0,13.5,0,0,0,0,0,0,4
BarnMa01,0,0,0,0.0,0,0,66,0,0,0,30,0,10.0,3,0,0,1969,115,4,17.1,0,0,0,4,0,0,6
BarnPa20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
BarnTi00,0,0,0,0.0,0,0,44,0,0,0,3,0,3.0,1,0,0,1188,82,10,14.5,0,0,0,10,0,0,3
BarrDa20,42,0,0,67.8,0.556,0,2,5,0,0,5,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BarrDa21,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BarrRe00,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,67,4,1,16.8,0,0,0,1,0,0,2
BartGa00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BartSt01,0,0,1,0.0,0.0,0,9,0,0,0,30,1,3.33,9,0,0,5,1,0,5.0,0,0,0,1,0,0,1
BatcBa00,0,0,0,0.0,0,0,12,0,0,0,49,1,1.96,25,0,49,31,4,0,7.8,31,4,5,1,0,1,2
BatcCh00,11085,61,52,77.2,0.566,121,81,637,2469,13,637,6,3.7,172,4,232,0,0,0,0,0,0,0,6,0,2,15
BateDW00,0,0,0,0.0,0,0,47,0,0,0,-2,0,-2.0,1,1,0,1061,80,6,13.3,689,50,123,6,4,0,5
BateJo00,0,0,0,0.0,0,0,82,0,0,0,0,0,0,0,3,0,695,72,3,9.7,249,20,88,3,1,0,5
BateMa00,21,1,0,158.3,1.0,0,98,0,21,1,3048,38,3.62,841,0,2719,419,65,0,6.4,276,45,27,38,0,27,7
BateMi00,0,0,0,0.0,0,0,145,0,0,0,33,0,2.75,12,0,13,158,12,1,13.2,125,7,8,1,1,0,12
BateRa00,0,0,0,0.0,0,0,64,0,0,0,18,0,18.0,1,1,18,2147,157,15,13.7,756,46,224,15,9,0,5
BattAr00,27,0,0,95.1,0.667,0,113,0,27,0,77,1,3.5,22,5,28,2150,178,11,12.1,683,60,182,12,5,1,9
BattBo20,0,0,0,0.0,0,0,8,0,0,0,4,0,1.33,3,0,0,0,0,0,0,0,0,0,0,0,0,1
BattMa00,0,0,0,0.0,0,0,96,0,0,0,0,0,0,0,1,0,660,71,2,9.3,275,30,88,2,2,0,8
BattRo20,0,0,0,0.0,0,0,13,0,0,0,1,0,1.0,1,0,0,62,2,1,31.0,0,0,0,1,0,0,2
BatyGr00,0,0,0,0.0,0,0,102,0,0,0,0,0,0,0,0,0,883,85,8,10.4,0,0,0,8,0,0,9
BavaMa00,0,0,0,0.0,0,0,126,0,0,0,0,0,0,0,0,0,4733,351,39,13.5,0,0,0,39,0,0,10
BawdNi00,0,0,0,0.0,0,0,35,0,0,0,4,1,2.0,2,0,4,58,8,0,7.2,21,4,10,1,0,1,6
BaxtBr00,0,0,0,0.0,0,0,94,0,0,0,2928,35,3.76,779,0,0,587,80,0,7.3,0,0,0,35,0,0,7
BaxtFr00,0,0,0,0.0,0,0,134,0,0,0,0,0,0,0,0,0,1008,100,12,10.1,721,61,78,12,6,0,11
BaxtJa00,0,0,0,0.0,0,0,32,0,0,0,15,0,1.67,9,0,14,40,7,1,5.7,33,5,12,1,1,0,4
BeacPa00,0,0,0,0.0,0,0,160,0,0,0,0,0,0,0,0,0,1558,163,14,9.6,0,0,0,14,0,0,12
BeasFr00,0,0,0,0.0,0,0,114,0,0,0,610,8,3.33,183,3,276,1017,133,5,7.6,282,32,193,13,3,4,8
BeatC.00,3886,19,14,82.1,0.604,53,32,266,1430,8,266,4,4.16,64,3,136,0,0,0,0,0,0,0,4,0,3,7
BeauCl20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
BechAn00,0,0,0,0.0,0,0,167,0,0,0,0,0,0,0,3,0,1537,188,21,8.2,356,40,241,21,5,0,12
BechJa00,0,0,0,0.0,0,0,16,0,0,0,0,0,0,0,0,0,224,20,0,11.2,0,0,0,0,0,0,1
BeckBr00,0,0,0,0.0,0,0,24,0,0,0,0,0,0,0,0,0,102,11,1,9.3,0,0,0,1,0,0,2
BeckJo00,1417,3,7,67.6,0.586,26,9,55,858,2,55,3,2.89,19,2,43,0,0,0,0,0,0,0,3,0,2,5
BeckOd00,144,2,0,149.3,0.667,1,119,0,106,2,170,1,7.39,23,5,72,7987,575,59,13.9,1450,101,964,60,13,1,11
BeckTr00,0,0,0,0.0,0,0,48,0,0,0,0,0,0,0,0,0,264,26,3,10.2,116,13,39,3,2,0,4
BeebDo00,0,0,0,0.0,0,0,116,0,0,0,28,0,7.0,4,0,0,3416,219,23,15.6,0,0,0,23,0,0,9
BelkRo20,0,0,0,0.0,0,0,10,0,0,0,-5,0,-5.0,1,0,0,141,5,2,28.2,0,0,0,2,0,0,1
BellBl00,0,0,0,0.0,0,0,117,0,0,0,12,0,2.4,5,1,10,667,65,2,10.3,186,15,103,2,1,0,9
BellDa00,0,0,0,0.0,0,0,62,0,0,0,2,1,2.0,1,1,2,934,88,4,10.6,286,30,80,5,2,1,4
BellDa02,0,0,0,0.0,0,0,32,0,0,0,0,0,0,0,0,0,408,41,3,10.0,214,24,61,3,3,0,3
BellGr00,0,0,0,39.6,0.0,0,80,0,0,0,4959,51,4.12,1204,0,0,1307,157,7,8.3,0,0,0,58,0,0,7
BellJa00,0,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,20,2,0,10.0,20,2,3,0,0,0,1
BellJe00,0,0,0,0.0,0,0,60,0,0,0,0,0,0,0,0,0,1218,101,7,12.1,0,0,0,7,0,0,5
BellKe00,75,1,0,158.3,1.0,0,1,-1,0,0,-1,0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
BellKe02,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BellLe00,0,0,0,39.6,0.0,0,96,0,0,0,6554,42,4.11,1595,10,1361,3289,399,9,8.2,854,86,503,51,3,9,9
BellMa00,0,0,0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,133,10,0,13.3,0,0,0,0,0,0,2
BellMi21,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BellNi00,0,0,0,0.0,0,0,35,0,0,0,853,7,3.77,226,0,0,213,21,0,10.1,0,0,0,7,0,0,3
BellRi00,0,0,0,0.0,0,0,16,0,0,0,18,0,3.6,5,0,0,137,12,1,11.4,0,0,0,1,0,0,1
BellRo01,0,0,0,0.0,0,0,28,0,0,0,0,0,0,0,0,0,113,10,4,11.3,68,6,19,4,3,0,3
BellTa00,0,0,0,0.0,0,0,54,0,0,0,2773,16,4.87,569,10,1025,419,71,0,5.9,115,24,71,16,0,8,5
BendJe00,0,0,0,0.0,0,0,35,0,0,0,0,0,0,0,0,0,369,27,2,13.7,0,0,0,2,0,0,4
BenjEn00,0,0,0,0.0,0,0,24,0,0,0,431,3,3.88,111,0,313,235,31,0,7.6,193,25,41,3,0,2,3
BenjKe00,0,0,0,0.0,0,0,61,0,0,0,0,0,0,0,2,0,3021,209,20,14.5,1008,73,407,20,9,0,5
BenjTr00,0,0,0,39.6,0.0,0,111,0,0,0,268,0,7.44,36,5,96,3143,208,19,15.1,966,68,406,19,5,0,10
BennAr00,0,0,0,0.0,0,0,61,0,0,0,44,0,2.93,15,1,35,990,65,6,15.2,441,30,107,6,3,0,8
BennBe20,25,0,1,7.6,0.333,0,1,17,0,0,17,0,8.5,2,0,0,0,0,0,0,0,0,0,0,0,0,4
BennDo00,0,0,0,0.0,0,0,102,0,0,0,1941,17,3.67,529,2,1253,352,66,1,5.3,182,39,39,18,1,8,8
BennEa00,0,0,0,0.0,0,0,78,0,0,0,9,0,4.5,2,3,9,2277,185,12,12.3,717,54,293,12,4,0,6
BennEd00,18,1,0,120.8,0.5,0,112,0,18,1,3992,21,3.58,1115,1,3964,2245,284,10,7.9,2129,270,21,31,10,21,8
BennMa00,0,0,0,0.0,0,0,144,0,0,0,10,0,5.0,2,4,10,4573,433,30,10.6,916,90,633,30,7,0,10
BennMi00,0,0,0,0.0,0,0,107,0,0,0,3703,13,4.4,842,15,1296,1294,159,6,8.1,351,37,173,19,2,5,10
BennSe00,0,0,0,0.0,0,0,16,0,0,0,126,1,4.34,29,0,126,64,9,0,7.1,37,5,14,1,0,1,4
BennSt00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BensCe00,0,0,0,0.0,0,0,96,0,0,0,6017,32,3.76,1600,20,1251,833,120,1,6.9,185,28,144,33,1,7,8
BensCl00,0,0,0,0.0,0,0,49,0,0,0,8,0,2.67,3,0,0,297,39,0,7.6,0,0,0,0,0,0,5
BensTr01,0,0,0,0.0,0,0,17,0,0,0,451,1,4.9,92,1,291,123,19,0,6.5,64,13,6,1,0,1,2
BergJu00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BerlEd00,0,0,0,0.0,0,0,62,0,0,0,0,0,0,0,0,0,379,26,2,14.6,278,20,30,2,1,0,5
BernGi00,0,0,0,0.0,0,0,135,0,0,0,3783,22,4.04,937,8,730,2989,367,14,8.1,514,56,487,36,3,5,10
BernRo00,11,1,0,152.1,1.0,0,84,0,0,0,2990,22,4.46,670,0,0,1384,149,2,9.3,0,0,0,24,0,0,9
BerrBe00,0,0,0,0.0,0,0,109,0,0,0,82,0,4.82,17,3,31,4122,288,24,14.3,964,70,366,24,7,0,8
BerrBr00,2,1,0,118.8,1.0,0,91,0,2,1,171,4,8.55,20,1,91,1360,140,6,9.7,431,46,202,10,3,2,8
BestJa00,0,0,0,39.6,0.0,0,22,0,0,0,945,6,3.71,255,1,563,774,85,3,9.1,487,58,120,9,2,4,2
BettJe00,63,3,1,87.5,0.5,0,192,0,32,1,13662,91,3.93,3479,13,7420,1449,200,3,7.2,965,128,89,94,3,34,13
BettLa00,0,0,0,0.0,0,0,111,0,0,0,3326,15,4.05,821,12,1154,1646,188,3,8.8,445,53,204,18,1,4,9
BeueSt00,24046,147,112,80.3,0.569,130,147,496,14628,84,496,5,2.2,225,5,272,21,1,0,21.0,21,1,0,5,0,2,17
BeveDw20,0,0,0,0.0,0,0,3,0,0,0,217,2,3.5,62,0,0,8,1,0,8.0,0,0,0,2,0,0,4
BiakTi00,0,0,0,0.0,0,0,50,0,0,0,2530,14,4.14,611,10,947,789,77,3,10.2,341,34,103,17,2,6,6
BienEr00,0,0,0,39.6,0.0,0,142,0,0,0,1589,11,4.11,387,0,1514,1223,146,0,8.4,1195,144,2,11,0,10,9
BigsTa00,0,0,0,0.0,0,0,50,0,0,0,1254,11,4.46,281,4,766,92,11,0,8.4,54,7,16,11,0,7,3
BirdJJ00,0,0,0,0.0,0,0,93,0,0,0,0,0,0,0,0,0,3441,244,17,14.1,0,0,0,17,0,0,9
BirdSt20,0,0,0,0.0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BishHa00,0,0,0,0.0,0,0,34,0,0,0,0,0,0,0,0,0,161,19,0,8.5,0,0,0,0,0,0,5
BishMi00,80,1,1,64.4,0.333,0,8,-1,80,1,-1,0,-0.14,7,0,-1,0,0,0,0,0,0,0,0,0,0,2
BjorEr00,0,0,0,0.0,0,0,82,0,0,0,27,2,13.5,2,0,20,1384,147,6,9.4,1104,118,50,8,4,1,6
BlacAv00,0,0,0,0.0,0,0,27,0,0,0,0,0,0,0,0,0,142,14,0,10.1,90,8,26,0,0,0,3
BlacJu00,0,0,0,0.0,0,0,20,0,0,0,22,0,7.33,3,1,23,1280,93,6,13.8,865,64,180,6,5,0,2
BlacTo00,5286,29,38,60.2,0.481,0,46,325,0,0,325,2,4.01,81,0,0,0,0,0,0,0,0,0,2,0,0,7
BlacWi00,0,0,0,0.0,0,0,47,0,0,0,14,0,7.0,2,1,14,682,67,2,10.2,465,44,40,2,2,0,5
BladBr00,0,0,0,0.0,0,0,156,0,0,0,156,0,7.43,21,0,0,7620,581,34,13.1,0,0,0,34,0,0,11
BlakJe00,21711,134,99,78.0,0.564,105,119,2027,12560,78,2027,14,4.85,418,15,1210,0,0,0,0,0,0,0,14,0,8,14
BlanRo01,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BlayDe00,0,0,0,0.0,0,0,51,0,0,0,820,10,4.14,198,1,539,520,53,2,9.8,244,25,58,12,1,8,6
BledDr00,44611,251,206,77.1,0.572,311,194,764,22041,128,764,10,1.98,385,27,261,-9,1,0,-9.0,0,1,0,10,0,2,14
BlouAl20,0,0,0,0.0,0,0,2,0,0,0,125,3,2.72,46,0,0,5,1,0,5.0,0,0,0,3,0,0,1
BlouEr00,0,0,0,0.0,0,0,10,0,0,0,27,1,4.5,6,0,0,54,8,0,6.8,0,0,0,1,0,0,2
BlueAl00,0,0,0,0.0,0,0,73,0,0,0,2407,8,3.58,673,4,698,470,69,2,6.8,154,20,86,10,1,2,5
BlueJa01,0,0,0,0.0,0,0,5,0,0,0,129,1,3.39,38,0,0,5,1,0,5.0,0,0,0,1,0,0,1
BlunMa00,15,0,2,0.0,0.222,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
BoatMa20,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
BoehMo00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BohaTo00,0,0,0,0.0,0,0,68,0,0,0,72,2,2.77,26,0,62,239,29,1,8.2,69,11,46,3,1,2,6
BoldAn00,-6,0,1,0.0,0.25,0,202,0,0,0,229,1,5.45,42,17,67,13779,1076,82,12.8,1398,102,1423,83,11,1,14
BollBr00,2226,9,9,74.6,0.586,50,21,155,1558,7,155,0,3.78,41,2,138,0,0,0,0,0,0,0,0,0,0,6
BollKy00,8931,48,54,69.5,0.567,123,67,572,2559,13,572,2,3.25,176,16,189,0,0,0,0,0,0,0,2,0,1,9
BolsTe00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BoltSc20,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,33,2,0,16.5,0,0,0,0,0,0,1
BomaRh00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BonnAl00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BonnMe20,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BonoSt00,10439,62,42,75.3,0.549,0,88,257,10439,62,257,7,2.06,125,0,259,2,1,0,2.0,2,1,0,7,0,7,15
BookDe00,0,0,0,0.0,0,0,93,0,0,0,2119,11,4.02,527,8,612,1224,162,2,7.6,275,40,209,13,1,4,6
BookIa00,135,0,2,40.6,0.6,8,1,6,135,0,6,0,2.0,3,0,6,0,0,0,0,0,0,0,0,0,0,1
BookLo00,0,0,0,0.0,0,0,36,0,0,0,230,0,3.77,61,3,125,362,47,0,7.7,237,28,54,0,0,0,5
BookMa00,126,2,0,118.8,0.3,0,157,0,48,1,41,0,2.28,18,6,19,6703,539,37,12.4,1189,100,721,37,8,0,11
BortBl00,17649,103,75,80.6,0.593,195,78,1766,4428,35,1766,8,6.24,283,16,419,20,1,1,20.0,20,1,1,9,1,3,6
BosoCa00,0,0,0,0.0,0,0,55,0,0,0,0,0,0,0,0,0,591,54,4,10.9,0,0,0,4,0,0,6
BossKe00,0,0,0,0.0,0,0,74,0,0,0,16,0,16.0,1,1,16,2033,150,22,13.6,567,42,224,22,6,0,6
BostDa00,0,0,0,0.0,0,0,75,0,0,0,91,0,5.06,18,6,35,4699,315,25,14.9,1598,98,534,25,8,0,7
BostJa00,0,0,0,0.0,0,0,11,0,0,0,19,0,3.8,5,2,19,8,5,0,1.6,8,5,7,0,0,0,6
BouiKe20,0,0,0,0.0,0,0,6,0,0,0,26,0,2.36,11,0,0,0,0,0,0,0,0,0,0,0,0,3
